date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:15:52	526826/526826	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jun%202024%2015:15:03%20GMT	https://www.afun.com/en/	/home/frank/websites/casino-4/www.afun.com/en/index.html	(from )
16:15:52	94607/94607	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Jun%202024%2004:06:56%20GMT	https://www.afun.com/robots.txt		(from )
16:15:53	2894/2894	---MCZ	200	added ('OK')	image/x-icon	etag:W/%22659bef03-b4e%22	https://www.afun.com/res/icon/favicon.ico	/home/frank/websites/casino-4/www.afun.com/res/icon/favicon.ico	(from https://www.afun.com/en/)
16:15:54	41810/41810	---MCZ	200	added ('OK')	image/png	etag:W/%22659bef03-a352%22	https://www.afun.com/res/icon/favicon.png	/home/frank/websites/casino-4/www.afun.com/res/icon/favicon.png	(from https://www.afun.com/en/)
16:15:55	16083/16083	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2011%20Jun%202024%2015:15:55%20GMT	https://web-res-ccc.afunimg8.com/newres/i18n/en-US.js?202406111046	/home/frank/websites/casino-4/web-res-ccc.afunimg8.com/newres/i18n/en-US.2c4b9.delayed	(from https://www.afun.com/en/)
16:15:56	294097/294097	---MCZ	200	added ('OK')	application/javascript	etag:W/%2247cd1-1MeSM96WVJzvzR+I8YcjsWhd/do%22	https://www.afun.com/static/entry.a29c514e.js	/home/frank/websites/casino-4/www.afun.com/static/entry.a29c514e.js	(from https://www.afun.com/en/)
16:15:56	246006/246006	---MCZ	200	added ('OK')	text/css	etag:W/%223c0f6-glH3D29w/q/zQIgy4+zOTUkmWsA%22	https://www.afun.com/static/entry.7ceef43f.css	/home/frank/websites/casino-4/www.afun.com/static/entry.7ceef43f.css	(from https://www.afun.com/en/)
16:15:58	169426/169426	---MCZ	200	added ('OK')	text/css	etag:W/%22295d2-0WUai7c2BlYQG6g5Cwj46wJkvDQ%22	https://www.afun.com/static/components.714249d4.css	/home/frank/websites/casino-4/www.afun.com/static/components.714249d4.css	(from https://www.afun.com/en/)
16:15:59	2505343/2505343	---MCZ	200	added ('OK')	application/javascript	etag:W/%22263a7f-h7kCpKqNtIL5AfEVYvkp7J5aK+A%22	https://www.afun.com/static/components.5c685e30.js	/home/frank/websites/casino-4/www.afun.com/static/components.5c685e30.js	(from https://www.afun.com/en/)
16:16:00	342034/342034	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2253812-3ud+6wPEpYTF5RWO63xVH0tgkcs%22	https://www.afun.com/static/sysicon.63c41fa0.svg	/home/frank/websites/casino-4/www.afun.com/static/sysicon.63c41fa0.svg	(from https://www.afun.com/en/)
16:16:00	16488/16488	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2011%20Jun%202024%2015:16:00%20GMT	https://web-res-ccc.afunimg8.com/cdn-cgi/image/format=auto/C02/home/loading.png?20240125	/home/frank/websites/casino-4/web-res-ccc.afunimg8.com/cdn-cgi/image/format=auto/C02/home/loading.8c9b0.delayed	(from https://www.afun.com/en/)
16:16:01	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2011%20Jun%202024%2015:16:01%20GMT	https://www.afun.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	/home/frank/websites/casino-4/www.afun.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://www.afun.com/en/)
16:16:02	7870/7870	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2011%20Jun%202024%2015:16:02%20GMT	https://www.afun.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/6aac8896f227/main.js	/home/frank/websites/casino-4/www.afun.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/6aac8896f227/main.js	(from https://www.afun.com/en/)
16:16:04	87192/87192	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2215498-wWHeIJ2PU7Laq5rPqjsWodZdk/A%22	https://www.afun.com/static/sysicon.b356cbcb.eot?59khwq	/home/frank/websites/casino-4/www.afun.com/static/sysicon.b356cbcbe99a.eot	(from https://www.afun.com/static/entry.7ceef43f.css)
16:16:05	87192/87192	URF---	200	added ('OK%20(cached)')	application/eot		https://www.afun.com/static/sysicon.b356cbcb.eot?59khwq	/home/frank/websites/casino-4/www.afun.com/static/sysicon.b356cbcbe99a.eot	(from https://www.afun.com/static/entry.7ceef43f.css)
16:16:06	87028/87028	---MCZ	200	added ('OK')	font/ttf	etag:W/%22153f4-42PHIowNKZfOLmf2SIZnSoWeBjE%22	https://www.afun.com/static/sysicon.dca8e901.ttf?59khwq	/home/frank/websites/casino-4/www.afun.com/static/sysicon.dca8e901e99a.ttf	(from https://www.afun.com/static/entry.7ceef43f.css)
16:16:07	87104/87104	---M--	200	added ('OK')	font/woff	etag:%2215440-vV+becJdqU/bMa5IQyr695YPauY%22	https://www.afun.com/static/sysicon.78bfd594.woff?59khwq	/home/frank/websites/casino-4/www.afun.com/static/sysicon.78bfd594e99a.woff	(from https://www.afun.com/static/entry.7ceef43f.css)
16:16:08	87104/87104	URF---	200	added ('OK%20(cached)')	application/woff		https://www.afun.com/static/sysicon.78bfd594.woff?59khwq	/home/frank/websites/casino-4/www.afun.com/static/sysicon.78bfd594e99a.woff	(from https://www.afun.com/static/entry.7ceef43f.css)
16:16:09	342034/342034	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2253812-3ud+6wPEpYTF5RWO63xVH0tgkcs%22	https://www.afun.com/static/sysicon.63c41fa0.svg?59khwq	/home/frank/websites/casino-4/www.afun.com/static/sysicon.63c41fa0e99a.svg	(from https://www.afun.com/static/entry.7ceef43f.css)
