date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:41:28	557/557	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Jun%202024%2009:41:28%20GMT	https://win365.zc.al/robots.txt		(from )
10:41:29	128871/128871	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Jun%202024%2009:41:28%20GMT	https://win365.zc.al/	/home/frank/websites/casino-1/win365.zc.al/index.html	(from )
10:41:30	87533/87533	---M--	200	added ('OK')	text/javascript	date:Tue,%2012%20Sep%202023%2002:38:22%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js	/home/frank/websites/casino-1/ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js	(from https://win365.zc.al/)
10:41:32	257/257	---MC-	200	added ('OK')	application/json	date:Tue,%2011%20Jun%202024%2009:41:31%20GMT	https://win365.zc.al/manifest.json	/home/frank/websites/casino-1/win365.zc.al/manifest.json	(from https://win365.zc.al/)
10:41:33	121960/121960	---M--	200	added ('OK')	image/png	etag:%221dc68-618fa34ae2d0b%22	https://win365.zc.al/public/uploads/96022052024013244.png	/home/frank/websites/casino-1/win365.zc.al/public/uploads/96022052024013244.png	(from https://win365.zc.al/)
10:41:34	2707/2707	---M--	200	added ('OK')	text/css	etag:%22a93-60c1cb3f41780%22	https://win365.zc.al/public/css/webflow-style-head-v2.css	/home/frank/websites/casino-1/win365.zc.al/public/css/webflow-style-head-v2.css	(from https://win365.zc.al/)
10:41:36	23122/23122	---M--	200	added ('OK')	text/javascript	etag:%225a52-60c1cb3f41780%22	https://win365.zc.al/public/js/cmsfilter.js	/home/frank/websites/casino-1/win365.zc.al/public/js/cmsfilter.js	(from https://win365.zc.al/)
10:41:42	10083/10083	---M--	200	added ('OK')	text/javascript	etag:%222763-60c1cb3f41780%22	https://win365.zc.al/public/js/cmssort.js	/home/frank/websites/casino-1/win365.zc.al/public/js/cmssort.js	(from https://win365.zc.al/)
10:41:44	18440/18440	---M--	200	added ('OK')	text/javascript	etag:%224808-60c1cb3f41780%22	https://win365.zc.al/public/js/cmsload.js	/home/frank/websites/casino-1/win365.zc.al/public/js/cmsload.js	(from https://win365.zc.al/)
10:41:45	9461/9461	---M--	200	added ('OK')	text/javascript	etag:%2224f5-60c1cb3f41780%22	https://win365.zc.al/public/js/scrolldisable.js	/home/frank/websites/casino-1/win365.zc.al/public/js/scrolldisable.js	(from https://win365.zc.al/)
10:41:46	162264/162264	---M-Z	200	added ('OK')	text/css	etag:W/%22279d8-G+N7YjBsjAxndbtMk8XkxOE9l3U%22	https://cdn.jsdelivr.net/npm/bootstrap@4.6.2/dist/css/bootstrap.min.css	/home/frank/websites/casino-1/cdn.jsdelivr.net/npm/bootstrap@4.6.2/dist/css/bootstrap.min.css	(from https://win365.zc.al/)
10:41:48	769/769	---MC-	200	added ('OK')	text/css	date:Tue,%2011%20Jun%202024%2009:41:47%20GMT	https://win365.zc.al/app.css	/home/frank/websites/casino-1/win365.zc.al/app.css	(from https://win365.zc.al/)
10:41:49	86635/86635	---M--	200	added ('OK')	text/css	etag:%221526b-60c1cb3f41780%22	https://win365.zc.al/public/css/app.css	/home/frank/websites/casino-1/win365.zc.al/public/css/app.css	(from https://win365.zc.al/)
